narrative_text,disaster_type,pension_intent
"My age is 60 and I stay in Gaya district. flood waters washed away my belongings. As a result, my advanced age prevents me from earning.",Flood,OldAge
"I reside in Gaya district. Following the disaster, flood waters washed away my belongings. At 60, my advanced age prevents me from earning.",Flood,OldAge
I am 60 years old and live in Gaya district. severe flooding left my house unlivable. because of my age i cannot work.,Flood,OldAge
"Living in Gaya district, I am 60 years old. because of my age i cannot work. severe flooding left my house unlivable.",Flood,OldAge
Severe flooding left my house unlivable in Gaya district. I am 60 years old. because of my age i cannot work.,Flood,OldAge
"I live in Gaya district. severe flooding left my house unlivable. Due to my condition, because of my age i cannot work.",Flood,OldAge
"At the age of 60, I stay in Gaya district. severe flooding left my house unlivable. because of my age i cannot work.",Flood,OldAge
"Currently residing in Gaya district, I am 60 years old. severe flooding left my house unlivable. because of my age i cannot work.",Flood,OldAge
I am 60 years of age. severe flooding left my house unlivable. I live in Gaya district and because of my age i cannot work.,Flood,OldAge
"After the incident, I remain in Gaya district. severe flooding left my house unlivable. At 60, because of my age i cannot work.",Flood,OldAge
"My age is 60 and I stay in Gaya district. severe flooding left my house unlivable. As a result, because of my age i cannot work.",Flood,OldAge
"I reside in Gaya district. Following the disaster, severe flooding left my house unlivable. At 60, because of my age i cannot work.",Flood,OldAge
I am 60 years old and live in Gaya district. severe flooding left my house unlivable. i am too old to earn now.,Flood,OldAge
"Living in Gaya district, I am 60 years old. i am too old to earn now. severe flooding left my house unlivable.",Flood,OldAge
Severe flooding left my house unlivable in Gaya district. I am 60 years old. i am too old to earn now.,Flood,OldAge
"I live in Gaya district. severe flooding left my house unlivable. Due to my condition, i am too old to earn now.",Flood,OldAge
"At the age of 60, I stay in Gaya district. severe flooding left my house unlivable. i am too old to earn now.",Flood,OldAge
"Currently residing in Gaya district, I am 60 years old. severe flooding left my house unlivable. i am too old to earn now.",Flood,OldAge
I am 60 years of age. severe flooding left my house unlivable. I live in Gaya district and i am too old to earn now.,Flood,OldAge
"After the incident, I remain in Gaya district. severe flooding left my house unlivable. At 60, i am too old to earn now.",Flood,OldAge
"My age is 60 and I stay in Gaya district. severe flooding left my house unlivable. As a result, i am too old to earn now.",Flood,OldAge
"I reside in Gaya district. Following the disaster, severe flooding left my house unlivable. At 60, i am too old to earn now.",Flood,OldAge
I am 60 years old and live in Gaya district. severe flooding left my house unlivable. i am elderly and dependent on support.,Flood,OldAge
"Living in Gaya district, I am 60 years old. i am elderly and dependent on support. severe flooding left my house unlivable.",Flood,OldAge
Severe flooding left my house unlivable in Gaya district. I am 60 years old. i am elderly and dependent on support.,Flood,OldAge
"I live in Gaya district. severe flooding left my house unlivable. Due to my condition, i am elderly and dependent on support.",Flood,OldAge
"At the age of 60, I stay in Gaya district. severe flooding left my house unlivable. i am elderly and dependent on support.",Flood,OldAge
"Currently residing in Gaya district, I am 60 years old. severe flooding left my house unlivable. i am elderly and dependent on support.",Flood,OldAge
I am 60 years of age. severe flooding left my house unlivable. I live in Gaya district and i am elderly and dependent on support.,Flood,OldAge
"After the incident, I remain in Gaya district. severe flooding left my house unlivable. At 60, i am elderly and dependent on support.",Flood,OldAge
"My age is 60 and I stay in Gaya district. severe flooding left my house unlivable. As a result, i am elderly and dependent on support.",Flood,OldAge
"I reside in Gaya district. Following the disaster, severe flooding left my house unlivable. At 60, i am elderly and dependent on support.",Flood,OldAge
I am 60 years old and live in Gaya district. severe flooding left my house unlivable. my age does not allow me to do physical work.,Flood,OldAge
"Living in Gaya district, I am 60 years old. my age does not allow me to do physical work. severe flooding left my house unlivable.",Flood,OldAge
Severe flooding left my house unlivable in Gaya district. I am 60 years old. my age does not allow me to do physical work.,Flood,OldAge
"I live in Gaya district. severe flooding left my house unlivable. Due to my condition, my age does not allow me to do physical work.",Flood,OldAge
"At the age of 60, I stay in Gaya district. severe flooding left my house unlivable. my age does not allow me to do physical work.",Flood,OldAge
"Currently residing in Gaya district, I am 60 years old. severe flooding left my house unlivable. my age does not allow me to do physical work.",Flood,OldAge
I am 60 years of age. severe flooding left my house unlivable. I live in Gaya district and my age does not allow me to do physical work.,Flood,OldAge
"After the incident, I remain in Gaya district. severe flooding left my house unlivable. At 60, my age does not allow me to do physical work.",Flood,OldAge
"My age is 60 and I stay in Gaya district. severe flooding left my house unlivable. As a result, my age does not allow me to do physical work.",Flood,OldAge
"I reside in Gaya district. Following the disaster, severe flooding left my house unlivable. At 60, my age does not allow me to do physical work.",Flood,OldAge
I am 60 years old and live in Gaya district. severe flooding left my house unlivable. i have no strength to work at this age.,Flood,OldAge
"Living in Gaya district, I am 60 years old. i have no strength to work at this age. severe flooding left my house unlivable.",Flood,OldAge
Severe flooding left my house unlivable in Gaya district. I am 60 years old. i have no strength to work at this age.,Flood,OldAge
"I live in Gaya district. severe flooding left my house unlivable. Due to my condition, i have no strength to work at this age.",Flood,OldAge
"At the age of 60, I stay in Gaya district. severe flooding left my house unlivable. i have no strength to work at this age.",Flood,OldAge
"Currently residing in Gaya district, I am 60 years old. severe flooding left my house unlivable. i have no strength to work at this age.",Flood,OldAge
I am 60 years of age. severe flooding left my house unlivable. I live in Gaya district and i have no strength to work at this age.,Flood,OldAge
"After the incident, I remain in Gaya district. severe flooding left my house unlivable. At 60, i have no strength to work at this age.",Flood,OldAge
